,ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling
59326,59327,Female,60,Returning,Business,Business,2486,1,0.0,5,5,3,3,5,3,5,3,3,5,3,5,3,3
59327,59328,Male,27,Returning,Business,Business,2556,312,265.0,3,2,4,4,3,3,4,5,4,4,3,3,4,5
59328,59329,Male,51,Returning,Business,Business,2367,0,0.0,4,4,5,4,4,2,5,2,4,2,2,4,2,2
59329,59330,Male,48,Returning,Business,Business,2486,12,0.0,1,1,3,3,1,4,5,4,5,2,4,1,4,4
59330,59331,Female,62,Returning,Business,Business,2447,0,0.0,1,1,2,2,1,2,1,2,1,4,2,2,2,2
59331,59332,Female,44,Returning,Business,Business,2556,6,0.0,2,2,3,4,2,5,4,5,5,3,5,2,5,5
59332,59333,Female,30,Returning,Business,Business,2486,25,0.0,4,4,3,2,4,4,2,3,2,2,5,4,2,4
59333,59334,Male,32,Returning,Business,Business,2367,0,0.0,1,5,4,4,5,4,4,3,4,4,5,5,4,4
59334,59335,Male,26,Returning,Business,Business,2338,18,0.0,4,4,4,4,4,5,4,5,4,4,4,4,4,3
59335,59336,Male,39,First-time,Business,Business,1150,0,0.0,3,3,5,3,4,5,4,2,3,3,4,4,3,4
59336,59337,Female,13,First-time,Business,Economy,1412,0,0.0,3,3,5,3,3,3,2,2,2,2,5,3,2,3
59337,59338,Female,58,Returning,Business,Business,2449,0,0.0,5,5,5,4,5,4,4,4,3,5,4,5,4,4
59338,59339,Female,30,Returning,Business,Business,2338,2,0.0,1,1,5,4,1,3,4,4,4,4,5,1,4,4
59339,59340,Female,44,Returning,Business,Business,2399,19,3.0,1,1,5,5,1,4,4,4,3,2,4,1,4,4
59340,59341,Female,41,Returning,Business,Business,2338,8,0.0,3,3,5,4,3,4,5,4,4,4,4,3,4,4
59341,59342,Male,10,First-time,Business,Economy,797,0,0.0,4,4,5,4,2,5,4,5,4,4,4,4,4,4
59342,59343,Male,24,First-time,Business,Economy,900,0,0.0,4,4,2,4,3,1,4,2,5,5,3,4,5,3
59343,59344,Male,42,First-time,Business,Business,2338,26,0.0,3,3,5,3,3,5,1,3,1,1,5,3,1,3
59344,59345,Male,60,Returning,Business,Business,2615,0,0.0,4,4,5,4,4,5,5,5,5,3,5,4,5,5
59345,59346,Male,37,Returning,Business,Business,2556,0,0.0,3,3,5,4,3,4,4,4,5,5,4,3,4,4
59346,59347,Male,55,Returning,Business,Economy,2399,22,2.0,4,4,3,3,4,3,3,4,3,3,3,3,3,1
59347,59348,Male,57,Returning,Business,Economy,2399,334,326.0,4,2,3,3,4,3,3,4,3,3,2,3,4,3
59348,59349,Male,36,First-time,Business,Business,2447,0,0.0,3,3,4,3,3,4,1,4,2,2,4,3,2,4
59349,59350,Male,50,Returning,Business,Business,2449,0,0.0,1,3,5,5,1,4,4,5,4,4,4,1,4,4
59350,59351,Female,48,Returning,Business,Business,2447,0,0.0,1,1,4,3,1,5,5,5,3,2,5,1,5,5
59351,59352,Female,31,Returning,Business,Business,2399,0,0.0,5,2,1,4,2,1,4,5,4,4,3,4,4,4
59352,59353,Female,35,Returning,Business,Business,2338,0,0.0,5,5,4,4,5,5,4,5,4,4,5,5,5,5
59353,59354,Female,42,Returning,Business,Business,2615,0,0.0,5,5,4,5,5,4,5,5,4,5,4,5,4,4
59354,59355,Female,49,Returning,Business,Business,2556,0,0.0,2,2,5,4,2,2,4,2,5,4,2,2,2,2
59355,59356,Male,56,Returning,Business,Business,2556,3,3.0,1,1,3,4,1,5,5,5,3,5,5,1,5,5
59356,59357,Male,41,Returning,Business,Business,2556,0,0.0,4,4,4,3,4,5,4,5,4,4,5,4,5,5
59357,59358,Male,39,First-time,Business,Business,2367,0,0.0,2,2,5,2,3,4,5,4,5,5,4,1,5,4
59358,59359,Female,25,First-time,Business,Economy,1484,0,0.0,2,2,4,2,3,1,4,5,4,4,4,2,4,2
59359,59360,Male,27,Returning,Business,Business,2486,0,0.0,0,0,1,0,3,4,5,4,5,5,4,1,5,2
59360,59361,Male,58,Returning,Business,Business,2615,0,0.0,4,2,4,2,2,2,4,2,4,1,2,2,2,2
59361,59362,Male,57,Returning,Business,Business,2367,8,0.0,3,1,5,3,1,2,5,2,4,4,2,1,2,2
59362,59363,Male,49,Returning,Business,Business,2338,0,0.0,3,3,4,4,3,3,4,3,2,5,3,3,3,3
59363,59364,Female,16,First-time,Business,Economy,2449,0,0.0,3,3,1,3,3,2,2,3,4,4,3,3,4,4
59364,59365,Female,24,First-time,Business,Economy,1407,5,0.0,2,2,3,2,4,4,1,5,1,1,3,2,1,2
59365,59366,Male,33,Returning,Business,Business,2486,9,0.0,3,3,3,2,3,5,2,5,2,2,5,3,2,3
59366,59367,Female,21,First-time,Business,Economy,2399,13,0.0,4,4,4,4,2,5,4,2,4,4,5,4,4,5
59367,59368,Female,35,First-time,Business,Business,2556,0,0.0,2,2,3,2,1,5,1,3,1,1,4,2,1,3
59368,59369,Female,44,Returning,Business,Economy,2504,12,2.0,2,5,1,3,2,2,2,2,4,2,2,2,2,2
59369,59370,Male,31,Returning,Business,Business,2556,0,0.0,3,3,3,5,3,5,5,2,5,5,5,3,5,5
59370,59371,Female,38,Returning,Business,Business,2615,0,0.0,5,5,1,4,5,3,3,3,1,5,3,3,3,3
59371,59372,Male,53,Returning,Business,Business,2556,1,0.0,1,3,2,3,1,2,4,2,1,1,2,2,2,2
59372,59373,Female,30,Returning,Business,Business,2399,0,0.0,4,4,4,4,4,1,4,3,4,4,3,4,4,3
59373,59374,Male,29,Returning,Business,Economy,2556,0,0.0,5,5,4,1,5,2,1,5,1,1,3,1,1,3
59374,59375,Female,38,First-time,Business,Economy,949,0,0.0,4,4,3,4,3,4,4,2,4,4,1,4,4,1
59375,59376,Male,36,Returning,Business,Economy,838,0,0.0,3,3,5,4,3,2,4,5,4,4,2,4,4,5
59376,59377,Male,33,First-time,Business,Economy,2504,0,0.0,2,2,3,2,4,2,5,3,5,5,4,2,5,4
59377,59378,Female,72,First-time,Business,Economy,899,45,4.0,2,2,1,2,3,2,5,4,3,3,3,2,3,3
59378,59379,Male,27,First-time,Business,Economy,1059,6,18.0,4,4,2,4,4,1,2,1,2,2,3,4,2,4
59379,59380,Female,62,Returning,Business,Business,3927,9,0.0,3,3,4,3,3,2,3,2,3,4,2,2,2,2
59380,59381,Male,47,Returning,Business,Economy,1004,7,0.0,3,3,3,5,3,2,4,4,4,4,4,5,4,5
59381,59382,Female,24,First-time,Business,Economy,1056,0,0.0,4,4,4,4,1,2,2,2,2,2,5,3,2,4
59382,59383,Male,47,Returning,Personal,Economy,2367,19,0.0,4,3,4,3,1,3,1,2,4,4,5,3,4,4
59383,59384,Female,59,Returning,Personal,Economy,2556,6,0.0,4,3,5,5,2,1,1,3,4,4,1,3,1,2
59384,59385,Female,10,Returning,Personal,Economy,2338,1,0.0,4,3,5,3,3,3,5,2,5,5,5,3,5,4
59385,59386,Male,34,Returning,Personal,Economy,2399,7,0.0,4,2,3,2,5,4,4,2,4,4,4,2,4,5
59386,59387,Female,34,Returning,Personal,Economy,2486,0,0.0,1,3,3,3,3,2,2,2,2,2,3,3,2,2
59387,59388,Male,17,Returning,Personal,Economy,2399,0,0.0,4,3,3,3,4,5,1,5,1,1,4,3,1,3
59388,59389,Female,50,Returning,Personal,Economy,2399,0,0.0,4,1,4,4,3,3,5,1,4,5,3,0,3,3
59389,59390,Female,35,Returning,Personal,Economy,2504,7,0.0,5,2,4,2,5,5,3,4,3,3,1,3,3,3
59390,59391,Female,13,Returning,Personal,Economy,2338,8,0.0,4,1,5,1,2,5,1,5,1,1,4,1,1,3
59391,59392,Male,55,Returning,Personal,Economy,2486,0,0.0,1,1,4,1,4,2,4,1,5,5,4,1,5,4
59392,59393,Female,7,Returning,Personal,Economy,2486,23,17.0,5,2,1,2,2,2,3,5,3,3,2,2,3,4
59393,59394,Female,63,Returning,Personal,Economy,2399,0,11.0,5,0,3,3,4,1,5,0,3,4,1,1,1,1
59394,59395,Female,60,Returning,Personal,Economy,2556,0,0.0,4,2,3,5,2,2,4,2,3,4,2,2,2,2
59395,59396,Female,66,Returning,Personal,Economy,2556,65,56.0,1,1,2,4,3,4,3,1,1,1,4,1,4,1
59396,59397,Male,48,Returning,Personal,Economy,2556,626,604.0,4,1,1,1,4,3,1,2,1,1,2,1,3,2
59397,59398,Male,52,Returning,Personal,Economy,2556,0,0.0,2,2,1,2,4,3,2,4,2,2,4,2,2,4
59398,59399,Male,58,Returning,Personal,Economy,2486,0,0.0,2,1,3,1,3,2,5,4,5,5,3,1,5,3
59399,59400,Female,21,Returning,Personal,Economy,2367,0,0.0,2,3,3,3,4,3,2,4,2,2,4,3,2,3
59400,59401,Male,18,Returning,Personal,Economy,2338,38,1.0,2,4,3,4,3,4,2,3,2,2,4,4,2,4
59401,59402,Female,14,Returning,Personal,Economy,2367,0,0.0,2,1,2,1,2,4,5,4,5,5,1,1,5,1
59402,59403,Male,69,Returning,Personal,Economy,2447,2,0.0,0,1,3,1,3,4,1,2,1,1,5,1,1,4
59403,59404,Male,57,Returning,Personal,Economy,2504,4,0.0,2,2,1,2,4,1,5,5,5,5,4,2,5,4
59404,59405,Female,35,Returning,Personal,Economy,2399,52,65.0,3,2,1,2,3,2,4,5,3,3,4,3,3,4
59405,59406,Female,10,Returning,Personal,Economy,2367,0,0.0,5,4,5,4,3,3,3,3,3,3,5,4,3,5
59406,59407,Female,65,Returning,Personal,Economy,2367,17,0.0,4,1,5,4,2,2,4,1,3,2,2,1,2,2
59407,59408,Male,46,Returning,Personal,Economy,2367,0,0.0,5,3,5,3,2,3,3,3,4,4,5,3,4,4
59408,59409,Female,60,Returning,Personal,Economy,2367,5,0.0,4,1,5,5,1,2,4,1,5,5,2,1,2,2
59409,59410,Male,37,Returning,Personal,Economy,2447,0,0.0,3,4,2,4,2,4,1,1,1,1,3,4,1,2
59410,59411,Female,55,Returning,Personal,Economy,2367,0,0.0,5,1,3,4,4,5,5,1,4,3,5,2,5,5
59411,59412,Female,19,Returning,Personal,Economy,2399,204,177.0,1,3,3,2,1,5,3,1,3,3,2,3,3,2
59412,59413,Female,31,Returning,Personal,Economy,2447,0,0.0,4,3,3,3,1,4,4,3,4,4,4,3,4,4
59413,59414,Male,46,Returning,Personal,Economy,2556,4,0.0,5,4,4,4,1,3,5,4,5,5,5,4,5,5
59414,59415,Female,38,Returning,Personal,Economy,2367,4,0.0,4,2,5,2,1,5,3,3,1,1,4,2,1,4
59415,59416,Male,69,Returning,Personal,Economy,2399,7,0.0,4,1,4,1,3,4,3,3,3,3,5,1,3,3
59416,59417,Female,66,Returning,Personal,Economy,2556,0,0.0,1,2,1,3,4,1,3,2,4,5,1,2,1,1
59417,59418,Female,28,Returning,Personal,Economy,2447,0,0.0,5,3,1,3,2,3,2,5,2,2,1,3,2,4
59418,59419,Male,62,Returning,Personal,Economy,2556,1,0.0,5,2,3,2,3,3,5,4,4,4,4,2,4,4
59419,59420,Female,48,Returning,Business,Business,2399,0,0.0,3,3,4,3,3,4,5,4,4,4,4,3,4,4
59420,59421,Male,56,Returning,Business,Business,2367,13,0.0,2,1,3,5,1,4,5,4,3,5,4,1,4,4
59421,59422,Female,39,Returning,Business,Business,2367,8,0.0,4,4,5,4,4,4,4,4,3,3,4,4,4,4
59422,59423,Female,39,Returning,Business,Business,2486,0,0.0,1,1,4,5,1,4,5,4,5,5,4,1,4,4
59423,59424,Female,45,Returning,Business,Business,2486,17,9.0,1,1,5,4,1,2,4,2,5,4,2,1,2,2
59424,59425,Female,47,Returning,Business,Business,2556,0,0.0,3,4,3,5,3,5,5,5,3,4,5,3,5,5
59425,59426,Female,29,First-time,Business,Economy Plus,2556,0,0.0,1,1,1,1,3,3,2,4,2,2,4,1,2,3
59426,59427,Female,55,Returning,Business,Business,2338,10,0.0,4,4,4,5,4,4,4,4,5,3,4,4,4,4
59427,59428,Male,31,Returning,Business,Economy Plus,2399,0,0.0,1,1,2,4,1,4,3,4,3,3,3,3,3,2
59428,59429,Female,33,Returning,Business,Economy Plus,2338,33,32.0,4,5,4,3,4,1,2,4,2,2,3,2,2,3
59429,59430,Male,56,Returning,Personal,Economy Plus,2504,10,0.0,2,2,1,2,4,2,1,3,1,1,3,2,1,4
59430,59431,Male,36,Returning,Personal,Economy Plus,2367,196,150.0,5,2,3,3,3,3,3,3,3,2,5,2,3,4
59431,59432,Female,59,Returning,Personal,Economy Plus,2447,8,0.0,0,2,5,5,4,5,5,2,5,3,5,2,5,5
59432,59433,Male,57,Returning,Business,Business,2338,25,0.0,5,5,4,4,5,2,4,2,4,5,2,5,2,2
59433,59434,Female,50,Returning,Business,Business,3285,0,6.0,5,5,4,5,5,4,4,4,5,2,4,5,4,4
59434,59435,Female,44,Returning,Personal,Economy,746,7,0.0,4,1,4,1,3,3,3,1,4,5,3,1,3,3
59435,59436,Male,61,Returning,Personal,Economy Plus,746,140,135.0,4,3,4,4,4,3,4,5,4,3,3,4,4,5
59436,59437,Female,52,Returning,Business,Business,1799,0,20.0,5,5,3,5,5,5,4,5,5,3,5,5,5,5
59437,59438,Male,25,Returning,Business,Business,3017,351,357.0,2,4,2,2,2,4,2,3,2,1,2,2,1,4
59438,59439,Female,43,Returning,Business,Business,3789,0,1.0,5,5,5,5,5,3,5,4,4,4,3,5,3,3
59439,59440,Male,50,Returning,Business,Economy,606,0,5.0,0,0,4,1,2,4,2,2,2,2,2,1,2,2
59440,59441,Male,23,Returning,Business,Business,606,0,0.0,2,2,4,2,2,1,2,1,2,2,4,2,2,3
59441,59442,Female,57,Returning,Business,Business,206,0,0.0,2,4,4,1,2,5,3,5,2,5,5,2,5,4
59442,59443,Male,46,Returning,Personal,Economy,606,0,0.0,4,4,3,4,5,5,3,3,3,3,5,4,3,5
59443,59444,Female,51,Returning,Business,Business,811,0,0.0,5,2,3,5,5,4,4,4,3,2,4,5,4,4
59444,59445,Male,53,Returning,Business,Business,3765,41,10.0,2,1,3,3,1,2,4,2,2,3,2,2,2,2
59445,59446,Female,54,Returning,Business,Business,3098,0,0.0,1,1,5,5,1,4,5,4,4,3,4,1,4,4
59446,59447,Female,53,Returning,Business,Business,1637,25,35.0,2,2,5,5,2,4,5,4,5,3,4,2,4,4
59447,59448,Female,26,Returning,Business,Business,811,0,0.0,5,5,4,5,5,4,5,2,5,5,5,5,5,4
59448,59449,Male,20,First-time,Business,Economy,811,1,0.0,2,2,5,2,1,5,1,4,1,1,5,2,1,4
59449,59450,Female,46,Returning,Business,Business,3217,5,9.0,2,2,3,5,2,4,4,4,3,4,4,2,4,4
59450,59451,Male,58,Returning,Business,Business,2553,9,3.0,2,2,3,4,2,5,4,5,4,2,5,2,5,5
59451,59452,Male,45,Returning,Business,Business,3254,89,80.0,1,1,3,5,1,5,5,5,3,5,5,1,5,5
59452,59453,Male,50,Returning,Business,Business,811,3,20.0,3,3,4,5,3,4,4,4,5,4,4,3,4,4
59453,59454,Female,50,Returning,Business,Business,1622,6,13.0,4,4,3,4,4,5,5,5,5,3,5,4,5,5
59454,59455,Female,25,First-time,Business,Business,901,6,0.0,0,0,3,0,5,4,3,5,3,3,5,0,3,5
59455,59456,Female,24,First-time,Business,Economy,811,39,33.0,3,3,4,3,3,3,5,2,5,5,4,3,5,5
59456,59457,Male,53,Returning,Business,Economy,758,0,0.0,5,4,3,2,5,3,2,3,2,2,4,2,2,3
59457,59458,Male,48,Returning,Business,Business,1827,5,0.0,5,5,3,5,5,3,4,3,5,2,3,5,3,3
59458,59459,Female,43,Returning,Business,Business,758,0,0.0,4,4,5,5,4,5,5,5,3,2,5,4,5,5
59459,59460,Male,29,Returning,Business,Business,758,7,0.0,2,2,3,3,2,3,4,5,4,4,5,2,4,5
59460,59461,Male,16,First-time,Business,Economy,758,2,0.0,4,4,4,4,4,4,2,2,3,3,4,4,3,4
59461,59462,Male,23,First-time,Business,Economy,758,0,0.0,2,2,3,2,2,4,3,5,3,3,4,2,3,4
59462,59463,Male,23,Returning,Business,Business,2858,7,0.0,5,5,3,4,5,5,4,4,4,4,5,5,4,5
59463,59464,Female,20,First-time,Business,Economy,758,9,0.0,2,2,3,2,3,5,3,3,3,3,4,2,3,5
59464,59465,Female,34,Returning,Business,Business,2559,12,0.0,3,3,5,4,3,4,5,4,5,3,4,3,4,4
59465,59466,Female,51,Returning,Business,Business,3541,0,0.0,3,3,3,5,3,4,5,4,3,2,4,3,4,4
59466,59467,Female,53,Returning,Business,Business,758,0,0.0,5,5,4,5,5,4,5,4,5,4,4,5,4,4
59467,59468,Male,48,Returning,Business,Business,2888,31,29.0,4,4,3,4,4,5,4,5,4,4,5,4,5,5
59468,59469,Female,43,Returning,Business,Business,811,0,0.0,3,2,3,5,3,5,4,5,5,2,5,3,5,5
59469,59470,Female,45,Returning,Business,Business,758,0,3.0,4,4,3,5,4,5,5,5,4,4,5,4,5,5
59470,59471,Male,22,Returning,Business,Business,758,0,0.0,3,3,5,4,3,5,4,5,4,4,5,3,4,4
59471,59472,Female,33,Returning,Business,Business,758,11,0.0,4,4,4,5,4,5,5,5,5,5,5,4,5,5
59472,59473,Female,23,Returning,Business,Economy,758,0,3.0,2,2,2,3,2,4,4,4,3,3,4,3,3,3
59473,59474,Male,25,Returning,Business,Business,2756,0,0.0,1,1,4,1,1,4,2,4,2,2,3,2,2,3
59474,59475,Male,58,Returning,Business,Business,758,1,0.0,1,3,4,4,1,4,5,4,4,2,4,1,4,4
59475,59476,Male,59,Returning,Business,Business,921,13,0.0,5,5,4,5,5,3,5,3,3,2,3,5,3,3
59476,59477,Male,46,Returning,Business,Business,811,16,0.0,5,5,5,4,5,5,5,5,4,4,5,5,5,5
59477,59478,Male,30,First-time,Business,Business,758,10,0.0,1,1,4,1,2,3,3,5,3,3,4,1,3,4
59478,59479,Female,28,Returning,Business,Business,2399,19,0.0,3,3,4,5,3,5,4,3,4,4,5,3,4,4
59479,59480,Male,62,First-time,Business,Economy,758,11,12.0,2,2,4,2,4,4,2,2,2,2,4,2,2,4
59480,59481,Male,29,Returning,Business,Business,2831,0,0.0,3,3,3,2,3,1,2,5,2,2,2,2,2,2
59481,59482,Female,40,Returning,Business,Business,2080,0,0.0,1,5,4,4,5,4,5,4,4,5,4,5,4,4
59482,59483,Female,50,Returning,Business,Business,1993,5,0.0,5,5,2,3,5,1,3,2,2,4,1,1,1,1
59483,59484,Male,66,Returning,Business,Business,758,45,33.0,5,5,2,3,5,2,3,2,1,1,2,2,2,2
59484,59485,Female,28,Returning,Business,Business,2253,4,0.0,5,5,4,5,5,3,5,5,5,5,4,5,5,4
59485,59486,Male,31,First-time,Business,Economy,921,125,113.0,2,2,2,2,4,1,3,5,3,3,4,3,3,3
59486,59487,Male,16,Returning,Personal,Economy,921,97,101.0,5,3,4,3,3,4,1,5,1,1,5,3,1,4
59487,59488,Male,37,Returning,Personal,Economy,758,0,0.0,4,2,3,2,3,5,1,3,2,2,4,2,2,4
59488,59489,Male,54,Returning,Personal,Economy,901,3,0.0,1,2,4,2,3,1,4,4,4,4,4,2,4,4
59489,59490,Male,46,Returning,Personal,Economy,901,25,13.0,5,2,2,2,2,2,1,3,1,1,5,2,1,1
59490,59491,Male,69,First-time,Personal,Economy,901,32,8.0,4,2,1,2,3,1,2,1,2,2,5,2,2,2
59491,59492,Male,15,Returning,Personal,Economy,901,0,0.0,3,5,3,5,4,4,1,1,1,1,3,5,1,3
59492,59493,Male,23,Returning,Personal,Economy,901,29,7.0,5,3,4,3,2,5,2,4,2,2,4,3,2,2
59493,59494,Female,40,Returning,Personal,Economy,758,0,6.0,4,3,4,3,2,4,5,5,5,5,5,3,5,5
59494,59495,Male,21,Returning,Personal,Economy,758,51,45.0,5,4,3,4,4,3,5,3,5,5,1,3,5,5
59495,59496,Male,63,Returning,Personal,Economy,811,0,0.0,3,0,2,0,2,2,5,3,5,5,3,1,5,5
59496,59497,Male,47,Returning,Personal,Economy,811,0,0.0,3,4,3,4,1,3,4,1,4,4,1,3,4,2
59497,59498,Female,26,Returning,Personal,Economy,811,0,0.0,2,2,4,2,3,1,4,1,5,5,4,2,5,3
59498,59499,Male,31,Returning,Personal,Economy,921,0,0.0,4,2,5,2,2,3,4,3,4,4,4,3,4,4
59499,59500,Male,47,Returning,Personal,Economy,758,35,23.0,4,4,4,4,3,3,4,3,4,4,5,4,4,5
59500,59501,Male,49,Returning,Business,Business,2491,12,0.0,1,1,3,5,1,5,5,5,3,4,5,1,5,5
59501,59502,Male,55,Returning,Business,Business,1711,0,0.0,1,1,3,5,1,4,4,4,3,2,4,1,4,4
59502,59503,Female,72,Returning,Business,Economy Plus,811,5,0.0,3,4,4,4,4,2,4,2,3,4,2,2,2,2
59503,59504,Female,8,Returning,Personal,Economy Plus,758,38,32.0,5,3,3,3,2,5,4,2,4,4,4,2,4,4
59504,59505,Female,57,First-time,Business,Business,964,22,7.0,4,4,3,4,2,5,3,3,3,3,4,4,3,5
59505,59506,Male,36,First-time,Business,Business,787,0,0.0,3,3,1,3,4,4,1,4,1,1,4,3,1,4
59506,59507,Female,32,Returning,Business,Business,965,12,6.0,1,1,4,4,1,5,4,3,4,4,5,1,4,5
59507,59508,Male,43,Returning,Business,Business,1950,0,0.0,3,3,3,5,3,4,4,4,5,4,4,3,4,4
59508,59509,Female,9,First-time,Business,Economy,854,0,0.0,2,2,4,2,3,5,2,3,2,2,4,2,2,4
59509,59510,Female,40,Returning,Business,Business,3829,14,0.0,5,5,5,5,5,4,4,5,4,4,4,5,4,4
59510,59511,Male,50,Returning,Business,Business,1815,1,0.0,3,3,3,4,3,4,4,4,4,4,4,3,4,4
59511,59512,Female,46,Returning,Business,Business,2985,1,0.0,2,2,1,3,2,3,4,3,4,2,3,3,3,3
59512,59513,Male,40,Returning,Business,Business,956,27,15.0,1,1,3,5,1,5,4,5,5,5,5,1,5,5
59513,59514,Female,42,Returning,Business,Business,2235,3,6.0,2,2,3,4,2,5,4,5,5,2,5,2,5,5
59514,59515,Female,43,Returning,Business,Business,956,99,90.0,2,2,5,4,2,4,5,4,3,5,4,2,4,4
59515,59516,Female,51,Returning,Business,Business,387,7,0.0,2,3,3,4,2,4,4,4,4,2,4,2,4,4
59516,59517,Male,20,Returning,Personal,Business,965,368,357.0,4,4,4,4,4,4,4,4,4,4,1,4,1,3
59517,59518,Male,21,Returning,Personal,Business,854,3,0.0,5,3,4,3,5,4,4,4,4,4,5,3,4,5
59518,59519,Female,15,Returning,Personal,Business,956,0,0.0,5,1,4,1,3,5,2,3,1,1,5,1,1,5
59519,59520,Female,64,Returning,Personal,Business,965,11,4.0,5,3,5,5,3,1,5,3,5,5,1,3,1,1
59520,59521,Female,30,Returning,Personal,Business,854,15,14.0,1,2,2,2,3,1,5,4,5,5,3,2,5,3
59521,59522,Male,58,Returning,Business,Business,956,0,0.0,2,2,3,4,2,2,4,2,3,4,2,2,2,2
59522,59523,Female,46,Returning,Business,Business,1516,0,0.0,4,1,4,4,1,4,4,4,3,2,4,1,4,4
59523,59524,Male,42,Returning,Business,Business,3759,4,7.0,1,1,4,5,1,5,5,5,5,5,5,1,5,5
59524,59525,Male,40,First-time,Business,Business,787,0,0.0,3,3,4,3,3,5,3,2,3,3,4,3,3,4
59525,59526,Female,46,Returning,Business,Business,2851,0,0.0,1,1,4,4,1,4,4,4,4,3,4,1,4,4
59526,59527,Male,48,Returning,Business,Business,3462,0,0.0,2,2,3,5,2,3,5,3,5,4,3,2,3,3
59527,59528,Female,52,Returning,Business,Business,854,0,0.0,3,3,4,4,3,4,5,4,5,2,4,3,4,4
59528,59529,Male,33,Returning,Business,Business,965,5,15.0,4,5,4,4,5,5,4,2,4,4,5,5,4,5
59529,59530,Male,40,Returning,Business,Business,3117,2,0.0,1,1,2,4,1,1,3,1,1,4,1,1,1,1
59530,59531,Female,30,First-time,Business,Business,956,0,0.0,3,3,5,3,3,3,4,2,4,4,5,3,4,5
59531,59532,Male,45,Returning,Business,Business,854,0,2.0,1,1,5,4,1,5,5,5,3,4,5,1,5,5
59532,59533,Female,44,Returning,Business,Business,2667,1,0.0,2,2,5,4,2,4,4,5,5,3,4,2,4,4
59533,59534,Female,26,Returning,Business,Business,2215,0,0.0,3,3,3,4,3,3,5,4,5,5,5,3,5,5
59534,59535,Female,47,Returning,Business,Business,854,0,9.0,4,4,5,5,4,4,5,5,5,5,4,4,4,4
59535,59536,Male,44,Returning,Business,Business,964,4,12.0,4,4,5,5,4,4,4,4,5,5,4,4,4,4
59536,59537,Male,27,First-time,Business,Business,854,5,0.0,2,2,4,2,3,4,5,3,5,5,5,2,5,5
59537,59538,Female,21,First-time,Business,Economy,964,0,0.0,3,3,3,3,1,4,1,3,1,1,5,3,1,4
59538,59539,Male,45,Returning,Business,Business,861,17,6.0,2,3,5,5,2,5,4,5,4,5,5,2,5,5
59539,59540,Female,49,Returning,Business,Economy,964,4,14.0,1,1,3,4,1,3,3,4,3,3,3,4,3,3
59540,59541,Female,34,Returning,Business,Business,861,0,0.0,2,2,3,4,2,4,4,4,5,5,4,2,4,4
59541,59542,Male,28,Returning,Business,Business,854,7,2.0,3,3,3,4,3,5,4,4,4,4,4,3,4,4
59542,59543,Female,50,Returning,Business,Business,2940,0,0.0,4,4,5,4,4,2,4,2,5,4,2,4,2,2
59543,59544,Male,24,Returning,Business,Business,787,58,50.0,3,3,4,5,3,3,5,4,5,5,5,3,5,5
59544,59545,Male,44,Returning,Business,Business,787,20,6.0,1,1,4,4,1,4,4,4,4,2,4,1,4,4
59545,59546,Male,40,Returning,Business,Business,3531,0,0.0,4,4,4,5,4,5,4,5,3,2,5,4,5,5
59546,59547,Male,44,Returning,Business,Business,3447,64,47.0,5,4,3,5,5,4,4,4,4,2,4,5,4,4
59547,59548,Male,17,First-time,Business,Economy,787,0,0.0,3,3,4,3,1,4,4,3,3,3,5,4,3,4
59548,59549,Male,49,Returning,Business,Business,964,0,0.0,1,1,3,5,1,5,5,5,5,2,5,1,5,5
59549,59550,Male,30,Returning,Business,Business,854,2,0.0,1,1,3,4,1,4,5,3,5,5,5,1,5,4
59550,59551,Female,44,Returning,Business,Business,3571,10,0.0,4,4,5,5,4,5,4,5,5,3,5,4,5,5
59551,59552,Male,29,First-time,Business,Business,854,0,0.0,5,5,5,5,3,5,1,2,1,1,4,4,1,5
59552,59553,Female,53,Returning,Business,Business,854,17,0.0,5,5,5,5,5,4,4,4,3,2,4,5,4,4
59553,59554,Female,55,Returning,Business,Business,2237,39,26.0,5,4,4,4,5,4,5,4,4,2,4,5,4,4
59554,59555,Male,49,Returning,Business,Business,1831,75,92.0,3,3,4,5,3,5,4,5,3,2,5,3,5,5
59555,59556,Male,40,Returning,Business,Business,1879,0,0.0,5,5,3,5,5,2,5,2,5,4,2,5,2,2
59556,59557,Female,29,Returning,Business,Business,964,10,0.0,1,1,5,5,1,3,5,4,5,5,4,1,5,4
59557,59558,Male,59,Returning,Business,Business,787,0,0.0,4,4,4,4,4,1,4,2,3,2,1,4,1,1
59558,59559,Male,42,Returning,Business,Business,787,6,1.0,1,4,3,5,4,3,5,3,3,5,3,4,3,3
59559,59560,Female,39,Returning,Business,Business,3703,8,19.0,1,1,3,5,1,4,5,5,3,5,4,1,4,4
59560,59561,Female,24,First-time,Business,Economy,787,6,0.0,2,2,3,2,2,4,1,2,1,1,5,2,1,5
59561,59562,Female,24,First-time,Business,Business,964,0,0.0,5,4,4,4,2,5,1,4,1,1,4,4,1,5
